Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Comcast Corp., Class A",16303941,927368164,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Amgen, Inc.",5845815,808593131,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Walgreens Boots Alliance, Inc.",8420924,699778784,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Kraft Heinz Co. (The),9350286,659943186,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Celgene Corp.,6094696,659263266,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"QUALCOMM, Inc.",12113153,650839711,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Starbucks Corp.,11442411,650386641,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Biogen, Inc.",1813091,529078085,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Mondelez International, Inc., Class A",12422359,520124171,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Costco Wholesale Corp.,3388208,489833231,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Priceline Group, Inc. (The)",390913,483504653,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Express Scripts Holding Co.,5209602,421769378,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Texas Instruments, Inc.",7912960,391849779,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Regeneron Pharmaceuticals, Inc.",784433,364871166,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Netflix, Inc.",3284350,339141981,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Adobe Systems, Inc.",3836599,315445170,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Cognizant Technology Solutions Corp., Class A",4699256,294220418,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Baidu, Inc. ADR",2136051,293514768,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Automatic Data Processing, Inc.",3591161,288585698,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Alexion Pharmaceuticals, Inc.",1743648,272689111,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Twenty-First Century Fox, Inc., Class A",9412884,253959610,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Avago Technologies Ltd.,2002478,250329775,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Tesla Motors, Inc.",1001095,248671998,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"eBay, Inc.",9391992,229540284,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Broadcom Corp., Class A",4309699,221647820,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Monster Beverage Corp.,1584387,214114059,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Yahoo!, Inc.",7257715,209820541,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"American Airlines Group, Inc.",5179428,201117189,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Vertex Pharmaceuticals, Inc.",1886247,196433763,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Illumina, Inc.",1115664,196156044,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Global PLC, Series C",4715558,193432189,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"O’Reilly Automotive, Inc.",766386,191596500,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Intuit, Inc.",2125366,188626232,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Activision Blizzard, Inc.",5620430,173615083,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,NXP Semiconductors NV,1940928,168996601,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Twenty-First Century Fox, Inc., Class B",6156154,166647089,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"JD.com, Inc. ADR",6249280,162856237,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Electronic Arts, Inc.",2403452,162833873,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Comcast Corp., Class A",2838708,162487646,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Cerner Corp.,2660340,159513986,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Fiserv, Inc.",1808586,156641633,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Ross Stores, Inc.",3171460,153720666,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Sirius XM Holdings, Inc.",41039322,153487064,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Mylan NV,3789714,152573886,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Charter Communications, Inc., Class A",863790,151897471,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"PACCAR, Inc.",2736690,142773117,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Western Digital Corp.,1776331,141111735,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Marriott International, Inc., Class A",2049889,139802430,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Analog Devices, Inc.",2418316,136417206,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Applied Materials, Inc.",9256131,135972564,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Paychex, Inc.",2784747,132637500,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Intuitive Surgical, Inc.",285484,131202737,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"BioMarin Pharmaceutical, Inc.",1241983,130805650,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Micron Technology, Inc.",8352783,125124689,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Skyworks Solutions, Inc.",1470491,123830047,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Dollar Tree, Inc.",1809351,120611338,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Altera Corp.,2331952,116784156,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Viacom, Inc., Class B",2678801,115590263,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Check Point Software Technologies Ltd.,1394344,110613309,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Seagate Technology PLC,2328521,104317741,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"SBA Communications Corp., Class A",984633,103130460,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Symantec Corp.,5274689,102698195,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,NVIDIA Corp.,4155453,102431916,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"DISH Network Corp., Class A",1732496,101073817,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Vodafone Group PLC ADR,3073459,97551589,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Verisk Analytics, Inc.",1298961,96006207,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Akamai Technologies, Inc.",1376879,95087264,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"CA, Inc.",3402343,92883964,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Stericycle, Inc.",654120,91125457,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Tractor Supply Co.,1047122,88293327,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Whole Foods Market, Inc.",2758981,87321749,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Interactive Corp. QVC Group, Class A",3328427,87304640,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Citrix Systems, Inc.",1239042,85840830,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,SanDisk Corp.,1576199,85634892,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Henry Schein, Inc.",642970,85334978,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Xilinx, Inc.",1994193,84553783,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Global PLC, Class A",1946710,83591727,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Fastenal Co.,2237065,81898950,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Lam Research Corp.,1219554,79673463,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Autodesk, Inc.",1743997,76980028,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Linear Technology Corp.,1848452,74585038,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Bed Bath & Beyond, Inc.",1307544,74556159,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"CH Robinson Worldwide, Inc.",1093300,74103874,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Expeditors International of Washington, Inc.",1458356,68615650,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"NetApp, Inc.",2313598,68482501,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"TripAdvisor, Inc.",1012280,63793886,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Keurig Green Mountain, Inc.",1187811,61932466,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,KLA-Tencor Corp.,1214541,60727050,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Media Corp., Class C",1723638,59396565,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Staples, Inc.",4961583,58199369,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,VimpelCom Ltd. ADR,13543534,55731642,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Mattel, Inc.",2610545,54978078,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Garmin Ltd.,1472033,52816544,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Discovery Communications, Inc., Class C",2114615,51363998,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Ventures, Series A",1038474,41902426,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Wynn Resorts Ltd.,782877,41586426,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Discovery Communications, Inc., Class A",1151134,29964018,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Media Corp., Class A",786912,28108497,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Global PLC LiLAC, Class C",237393,8128336,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Liberty Global PLC LiLAC, Class A",97409,3281709,485BPOS,SEC,html-table,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"American Airlines Group, Inc.","3,713,874",135964927,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"PACCAR, Inc.","2,456,587",144398184,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Tesla Motors, Inc.","1,045,899",213394773,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Monster Beverage Corp.,"1,334,054",195852468,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Alexion Pharmaceuticals, Inc.","1,571,582",192581658,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Amgen, Inc.","5,244,886",874899434,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Biogen, Inc.","1,535,662",480708276,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"BioMarin Pharmaceutical, Inc.","1,198,931",110925096,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Celgene Corp.,"5,432,409",567849713,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Gilead Sciences, Inc.","9,248,804",731765372,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Illumina, Inc.","1,027,398",186637121,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Incyte Corp.,"1,317,573",124233958,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Regeneron Pharmaceuticals, Inc.","724,539",291279169,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Vertex Pharmaceuticals, Inc.","1,736,498",151439990,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Automatic Data Processing, Inc.","3,197,100",281984220,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"PayPal Holdings, Inc.","8,458,682",346552201,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Verisk Analytics, Inc.","1,184,188",96250801,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Apple, Inc.","37,765,277",4269364565,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Cognizant Technology Solutions Corp., Class A","4,253,713",202944647,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"NetApp, Inc.","1,950,061",69851185,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Seagate Technology PLC,"2,100,942",80991314,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Western Digital Corp.,"1,992,296",116489547,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Fastenal Co.,"2,025,137",84610224,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"SBA Communications Corp.,   Class A","873,329",97952580,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Stericycle, Inc.","595,978",47761677,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,Kraft Heinz Co. (The),"8,533,999",763878250,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Mondelez International, Inc., Class A","10,901,983",478597054,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Whole Foods Market, Inc.","2,234,348",63343766,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"DENTSPLY Sirona, Inc.","1,632,998",97049071,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Henry Schein, Inc.","573,244",93427307,485BPOS,SEC,html-text-fallback,reported-as-of
2016-09-30,2017-01-27,2017-01-27_0001193125-17-021968_d284522d485bpos.htm,"Intuitive Surgical, Inc.","269,678",195470705,485BPOS,SEC,html-text-fallback,reported-as-of
